Matricula,Modelo,Clasificación Energética, Consumo MIN, Consumo MAX, Emisiones MIN (gCO2/km), Emisiones MAX (gCO2/km), Motorización,kw_minimo,kw_maximo
1979 AAC,Toyota RAV4 PLUG-IN GR SPORT Plus (MY25),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1980 AAC,Toyota RAV4 PLUG-IN Style plus (MY21),A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1981 AAC,Toyota RAV4 PLUG-IN Style plus (MY22),A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1982 AAC,Toyota RAV4 PLUG-IN Style plus (MY24),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1983 AAC,Toyota RAV4 PLUG-IN Style Plus (MY25),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1986 AAC,Volkswagen Canarias Arteon Hybrid 115 kW/85kW (218 CV),A,1.1,1.1,26.0,26.0,Híbridos enchufables,115.0,115.0
1987 AAC,Volkswagen Canarias Arteon SB Hybrid 115 kW/85kW (218 CV),A,1.1,1.1,27.0,27.0,Híbridos enchufables,115.0,115.0
1988 AAC,Volkswagen Canarias Golf Connect PHEV 1.5 TSI 110 kW (204 CV) DSG6,A,0.3,0.3,6.0,6.0,Híbridos enchufables,110.0,110.0
1989 AAC,Volkswagen Canarias Golf Golf Style 1.4 PHEV DSG6 150 kW (204 CV),A,0.9,0.9,21.0,21.0,Híbridos enchufables,150.0,150.0
1990 AAC,Volkswagen Canarias Golf GTE 1.4 TSI 180 kW (245 CV),A,1.1,1.1,26.0,26.0,Híbridos enchufables,180.0,180.0
1991 AAC,Volkswagen Canarias Golf Más PHEV 1.5 TSI 110 kW (204 CV) DSG6,A,0.3,0.3,6.0,6.0,Híbridos enchufables,110.0,110.0
1992 AAC,Volkswagen Canarias Golf Style PHEV 1.5 TSI 110 kW (204 CV) DSG6,A,0.3,0.3,7.0,7.0,Híbridos enchufables,110.0,110.0
1993 AAC,Volkswagen Canarias Nuevo Tiguan Más PHEV 150 kW (204 CV),A,0.4,0.4,8.0,8.0,Híbridos enchufables,150.0,150.0
1994 AAC,Volkswagen Canarias Nuevo Tiguan R-Line PHEV 150 kW (204 CV),A,0.5,0.5,10.0,10.0,Híbridos enchufables,150.0,150.0
1995 AAC,Volkswagen Canarias Nuevo Tiguan R-Line PHEV 200 kW (272 CV),A,0.5,0.5,10.0,10.0,Híbridos enchufables,200.0,200.0
1996 AAC,Volkswagen Canarias Passat GTE 115 kW (154 CV) DSG7,A,1.2,1.2,136.7,136.7,Híbridos enchufables,115.0,115.0
1997 AAC,Volkswagen Canarias Passat GTE 115 kW/85kW (218 CV),A,1.1,1.1,22.9,22.9,Híbridos enchufables,115.0,115.0
1998 AAC,Volkswagen Canarias Passat SB Passat Variant GTE 115 kW/85kW,A,1.2,1.2,27.0,27.0,Híbridos enchufables,115.0,115.0
1999 AAC,Volkswagen Canarias Passat Variant GTE 115 kW/85kW (218 CV),A,1.2,1.2,27.0,27.0,Híbridos enchufables,115.0,115.0
2000 AAC,Volkswagen Canarias Tayron Connect 1.5 TSI 150 kW (204CV) DSG6,A,0.4,0.4,9.0,9.0,Híbridos enchufables,150.0,150.0
2001 AAC,Volkswagen Canarias Tayron R-Line 1.5 TSI 150 kW (204CV) DSG6,A,0.4,0.4,10.0,10.0,Híbridos enchufables,150.0,150.0
2002 AAC,Volkswagen Canarias Tiguan Connect PHEV 180 kW (245 CV),A,1.6,1.6,38.0,38.0,Híbridos enchufables,180.0,180.0
2003 AAC,Volkswagen Canarias Tiguan Más 1.5 TSI 150 kW (204CV) DSG6,A,0.4,0.4,8.0,8.0,Híbridos enchufables,150.0,150.0
2004 AAC,Volkswagen Canarias Tiguan R-Line 1.5 TSI 150 kW (204CV) DSG6,A,0.4,0.4,10.0,10.0,Híbridos enchufables,150.0,150.0
2005 AAC,Volkswagen Canarias Tiguan R-Line 1.5 TSI 200 kW (272CV) DSG6,A,0.4,0.4,9.0,9.0,Híbridos enchufables,200.0,200.0
2006 AAC,Volkswagen Canarias Tiguan R-Line PHEV 180 kW (245 CV),A,1.8,1.8,41.0,41.0,Híbridos enchufables,180.0,180.0
2007 AAC,Volkswagen Canarias Touareg Elegance PHEV,A,2.7,2.8,57.0,63.0,Híbridos enchufables,,
2008 AAC,Volkswagen Canarias Touareg Elegance PHEV 280 kW (381 CV),A,2.7,2.7,60.0,60.0,Híbridos enchufables,280.0,280.0
2009 AAC,Volkswagen Comerciales Canarias Caddy 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.4,7.0,Híbridos enchufables,,
2010 AAC,Volkswagen Comerciales Canarias Caddy Cargo 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.5,6.9,Híbridos enchufables,,
2013 AAC,Volkswagen Comerciales Canarias Caddy Flexible 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.6,7.4,Híbridos enchufables,,
2014 AAC,Volkswagen Comerciales Canarias Caddy Maxi 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.6,7.4,Híbridos enchufables,,
2015 AAC,Volkswagen Comerciales Canarias Caddy Maxi Cargo 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.6,7.1,Híbridos enchufables,,
2018 AAC,Volkswagen Comerciales Canarias Caddy Maxi Flexible 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.7,7.6,Híbridos enchufables,,
2019 AAC,Volkswagen Comerciales Canarias Caddy MAXI Style 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.7,7.5,Híbridos enchufables,,
2020 AAC,Volkswagen Comerciales Canarias Caddy Style 1.5 TSI PHEV (110 Kw) 150 CV DSG,A,0.5,0.5,5.5,7.1,Híbridos enchufables,,
2021 AAC,Volkswagen Comerciales Canarias California Beach Tour 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.8,7.8,19.1,20.3,Híbridos enchufables,180.0,180.0
2022 AAC,Volkswagen Comerciales Canarias California Coast 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.9,7.9,19.8,21.1,Híbridos enchufables,180.0,180.0
2023 AAC,Volkswagen Comerciales Canarias California Ocean 1.5 TSI PHEV (180 kW) 245 CV DSG,B,8.0,8.0,20.1,21.5,Híbridos enchufables,180.0,180.0
2024 AAC,Volkswagen Comerciales Canarias Multivan Ch. Largo 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.7,7.7,18.1,19.1,Híbridos enchufables,180.0,180.0
2025 AAC,Volkswagen Comerciales Canarias Multivan Ch. Medio 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.6,7.6,17.8,18.8,Híbridos enchufables,180.0,180.0
2026 AAC,Volkswagen Comerciales Canarias Multivan Life Ch. Largo 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.7,7.7,18.2,19.2,Híbridos enchufables,180.0,180.0
2027 AAC,Volkswagen Comerciales Canarias Multivan Life Ch. Medio 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.6,7.6,17.9,18.9,Híbridos enchufables,180.0,180.0
2028 AAC,Volkswagen Comerciales Canarias Multivan Style Ch. Largo 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.7,7.7,18.3,19.3,Híbridos enchufables,180.0,180.0
2029 AAC,Volkswagen Comerciales Canarias Multivan Style Ch. Medio 1.5 TSI PHEV (180 kW) 245 CV DSG,B,7.6,7.6,18.1,19.1,Híbridos enchufables,180.0,180.0
2030 AAC,Volkswagen Turismos Arteon MY22 Arteon eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,A,1.3,1.3,29.0,29.0,Híbridos enchufables,160.0,160.0
2031 AAC,Volkswagen Turismos Arteon MY22 Arteon eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,A,1.3,1.3,29.0,29.0,Híbridos enchufables,160.0,160.0
2032 AAC,Volkswagen Turismos Arteon MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,A,1.3,1.3,29.0,29.0,Híbridos enchufables,115.0,115.0
2033 AAC,Volkswagen Turismos Arteon MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,A,1.3,1.3,29.0,29.0,Híbridos enchufables,115.0,115.0
2034 AAC,Volkswagen Turismos Arteon Shooting Brake MY22 Arteon Shooting Brake eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel,A,1.3,1.3,31.0,31.0,Híbridos enchufables,160.0,160.0
2035 AAC,Volkswagen Turismos Arteon Shooting Brake MY22 Arteon Shooting Brake eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,A,1.3,1.3,31.0,31.0,Híbridos enchufables,160.0,160.0
2036 AAC,Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,A,1.3,1.3,29.0,29.0,Híbridos enchufables,115.0,115.0
2037 AAC,Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6,A,1.3,1.3,115.0,115.0,Híbridos enchufables,115.0,115.0
2039 AAC,Volkswagen Turismos Golf 8 MY21 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV) Automático DSG 6 vel.,A,0.9,0.9,21.0,21.0,Híbridos enchufables,150.0,150.0
2040 AAC,Volkswagen Turismos Golf 8 MY21 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV) Automático DSG 6 vel.,A,1.1,1.1,26.0,26.0,Híbridos enchufables,180.0,180.0
2041 AAC,Volkswagen Turismos Golf 8 MY22 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV) Automatico DSG 6 vel.,A,0.9,0.9,21.0,21.0,Híbridos enchufables,150.0,150.0
2042 AAC,Volkswagen Turismos Golf 8 MY22 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV) Automatico DSG 6 vel.,A,1.1,1.1,25.0,25.0,Híbridos enchufables,180.0,180.0
2043 AAC,Volkswagen Turismos Golf 8 MY23 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG,A,1.2,1.2,21.0,21.0,Híbridos enchufables,150.0,150.0
2044 AAC,Volkswagen Turismos Golf 8 MY23 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG,A,1.5,1.5,25.0,25.0,Híbridos enchufables,180.0,180.0
2045 AAC,Volkswagen Turismos Golf 8 MY23 Golf eHybrid 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG,A,0.9,0.9,21.0,21.0,Híbridos enchufables,110.0,110.0
2046 AAC,Volkswagen Turismos Golf 8 MY23 Golf GTE 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG 6 vel.,A,1.1,1.1,25.0,25.0,Híbridos enchufables,110.0,110.0
2047 AAC,Volkswagen Turismos Golf 8 MY24 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG,A,0.9,0.9,21.0,21.0,Híbridos enchufables,150.0,150.0
2048 AAC,Volkswagen Turismos Golf 8 MY24 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG,A,1.2,1.2,27.0,27.0,Híbridos enchufables,180.0,180.0
2049 AAC,Volkswagen Turismos Golf 8 MY24 Golf eHybrid 1.4 TSI 110 kw (150 CV) / 80 kw (110 CV) Automático DSG 6 vel. [2024],A,1.2,1.2,21.0,21.0,Híbridos enchufables,,
2050 AAC,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 150kW (204 CV) PHEV 50 ANIVERSARIO A,A,0.3,0.4,0.6,0.8,Híbridos enchufables,150.0,150.0
2051 AAC,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 150kW (204 CV) PHEV SYLE A,A,0.3,0.4,0.6,0.8,Híbridos enchufables,150.0,150.0
2052 AAC,Volkswagen Turismos Golf 8 PA MY24 Golf 8 PA 200kW (272 CV) PHEV GTE,A,0.4,0.4,0.8,0.8,Híbridos enchufables,200.0,200.0
2053 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf 50 Aniversario 1.5 TSI eHybrid 110 kW (150 CV) / 80 kW (110 CV) Automático DSG 6 vel.,A,0.3,0.4,0.6,0.8,Híbridos enchufables,110.0,110.0
2054 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA 150kW (204 CV) PHEV 50 ANIVERSARIO A,A,0.3,0.4,0.6,0.8,Híbridos enchufables,150.0,150.0
2055 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA 150kW (204 CV) PHEV SYLE A,A,0.3,0.4,0.6,0.8,Híbridos enchufables,150.0,150.0
2056 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA GTE 1.5 TSI Híbrido enchufable 130 kW (177 CV) / 80 kW (110 CV) Automático DSG 6 vel.,A,0.4,0.4,0.8,0.8,Híbridos enchufables,130.0,130.0
2057 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf 8 PA GTE 1.5 TSI Híbrido enchufable 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.4,0.8,0.8,Híbridos enchufables,130.0,130.0
2058 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf GTE 1.5 TSI 130 kW (177 CV) / 80 kW (110 CV) Automático DSG 6 vel.,A,0.4,0.4,0.8,0.8,Híbridos enchufables,130.0,130.0
2059 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf Match 1.5 TSI eHybrid 110 kW (150 CV) / 80 kW (110 CV) Automático DSG 6 vel.,A,0.3,0.4,6.0,8.0,Híbridos enchufables,110.0,110.0
2060 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf Match 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.4,6.0,8.0,Híbridos enchufables,110.0,110.0
2061 AAC,Volkswagen Turismos Golf 8 PA MY25 Golf Style 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.4,6.0,9.0,Híbridos enchufables,110.0,110.0
2062 AAC,Volkswagen Turismos Golf 8 PA MY26 Golf GTE 1.5 TSI 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.3,7.0,8.0,Híbridos enchufables,130.0,130.0
2063 AAC,Volkswagen Turismos Golf 8 PA MY26 Golf Match 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.3,6.0,7.0,Híbridos enchufables,110.0,110.0
2064 AAC,Volkswagen Turismos Golf 8 PA MY26 Golf Style 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.3,6.0,7.0,Híbridos enchufables,110.0,110.0
2065 AAC,Volkswagen Turismos Nuevo Arteon MY21 Arteon eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.3,1.3,30.0,30.0,Híbridos enchufables,160.0,160.0
2066 AAC,Volkswagen Turismos Nuevo Arteon MY21 Arteon eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.3,1.3,30.0,30.0,Híbridos enchufables,160.0,160.0
2067 AAC,Volkswagen Turismos Nuevo Arteon Shooting Brake MY21 Arteon Shooting Brake eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.3,1.3,31.0,31.0,Híbridos enchufables,160.0,160.0
2068 AAC,Volkswagen Turismos Nuevo Arteon Shooting Brake MY21 Arteon Shooting Brake eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.3,1.3,31.0,31.0,Híbridos enchufables,160.0,160.0
2069 AAC,Volkswagen Turismos Nuevo Tiguan MY 21 Nuevo Tiguan eHybrid Life 1.4 TSI Combinado: 180 kW (245 CV) Automático DSG 6 vel.,A,1.6,1.6,39.0,39.0,Híbridos enchufables,180.0,180.0
2070 AAC,Volkswagen Turismos Nuevo Tiguan MY Nuevo Tiguan eHybrid R-Line 1.4 TSI Combinado: 180 kW (245 CV) Automático DSG 6 vel.,A,1.8,1.8,42.0,42.0,Híbridos enchufables,180.0,180.0
2071 AAC,"Volkswagen Turismos Nuevo Tiguan Tiguan ""Más"" 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.",A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
2072 AAC,Volkswagen Turismos Nuevo Tiguan Tiguan Life 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
2073 AAC,Volkswagen Turismos Nuevo Tiguan Tiguan R-Line 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,10.0,12.0,Híbridos enchufables,110.0,110.0
2074 AAC,Volkswagen Turismos Nuevo Tiguan Tiguan R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,130.0,130.0
2075 AAC,Volkswagen Turismos PASSAT MY 26 Passat Business 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.4,7.0,9.0,Híbridos enchufables,130.0,130.0
2076 AAC,Volkswagen Turismos PASSAT MY21 Passat GTE 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.3,1.3,30.0,30.0,Híbridos enchufables,160.0,160.0
2077 AAC,Volkswagen Turismos PASSAT MY22 Passat GTE 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,A,1.1,1.1,26.0,26.0,Híbridos enchufables,160.0,160.0
2078 AAC,"Volkswagen Turismos PASSAT MY23 Passat GTE 1,4 TSI e-Power 115kW (155CV) + 85kW (115CV) DSG 6 vel.",A,1.1,1.1,26.0,26.0,Híbridos enchufables,115.0,115.0
2079 AAC,Volkswagen Turismos PASSAT MY26 Passat 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.3,0.3,7.0,7.0,Híbridos enchufables,110.0,110.0
2080 AAC,Volkswagen Turismos PASSAT MY26 Passat R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.4,8.0,10.0,Híbridos enchufables,130.0,130.0
2081 AAC,Volkswagen Turismos PASSAT Passat 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.4,8.0,9.0,Híbridos enchufables,110.0,110.0
2082 AAC,Volkswagen Turismos PASSAT Passat Business 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,130.0,130.0
2083 AAC,Volkswagen Turismos PASSAT Passat R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,12.0,Híbridos enchufables,130.0,130.0
2084 AAC,Volkswagen Turismos PASSAT VARIANT MY 21Passat Variant GTE 1.4 TSI Combinado: 160 kW (218 CV) Automático DSG 6 vel.,A,1.2,1.2,28.0,28.0,Híbridos enchufables,160.0,160.0
2085 AAC,Volkswagen Turismos PASSAT VARIANT MY20 Passat Variant GTE 1.4 TSI e-Power 115kW (155 CV) / 85kW (115 CV) Automatico DSG 6 vel.,A,1.5,1.5,35.0,35.0,Híbridos enchufables,115.0,115.0
2086 AAC,Volkswagen Turismos PASSAT VARIANT MY22 Passat Variant GTE 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.,A,1.2,1.2,27.0,27.0,Híbridos enchufables,160.0,160.0
2087 AAC,Volkswagen Turismos PASSAT VARIANT MY23 PASSAT VARIANT GTE 1.4 TSI e-Power 115kW (155CV) DSG 6 vel.,A,1.2,1.2,28.0,28.0,Híbridos enchufables,115.0,115.0
2088 AAC,Volkswagen Turismos PASSAT VARIANT MY24 PASSAT VARIANT GTE 1.4 TSI e-Power 115kW (155CV) DSG 6 vel.,A,1.2,1.2,28.0,28.0,Híbridos enchufables,115.0,115.0
2089 AAC,"Volkswagen Turismos Tayron MY26 Tayron ""Más"" 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.""",A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
2090 AAC,Volkswagen Turismos Tayron MY26 Tayron R-Line 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,G,0.4,0.5,10.0,12.0,Híbridos enchufables,110.0,110.0
2091 AAC,Volkswagen Turismos Tayron MY26 Tayron R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,10.0,12.0,Híbridos enchufables,130.0,130.0
2092 AAC,Volkswagen Turismos Tayron Tayron MY25 eHybbrid LIFE 110 kW (150 CV)/85kW (115 CV) Automático DSG 6 vel.,A,0.4,0.4,9.0,9.0,Híbridos enchufables,110.0,110.0
2093 AAC,Volkswagen Turismos Tayron Tayron MY25 eHybbrid MÁS 110 kW (150 CV)/85kW (115 CV) Automático DSG 6 vel.,A,0.4,0.4,9.0,9.0,Híbridos enchufables,110.0,110.0
2094 AAC,Volkswagen Turismos Tayron Tayron MY25 eHybbrid R-LINE 130 kW (177 CV)/85kW (115 CV) Automático DSG 6 vel,A,0.4,0.4,10.0,10.0,Híbridos enchufables,130.0,130.0
2095 AAC,Volkswagen Turismos TIGUAN MY22 Tiguan eHybrid Life 1.4 TSI Combinado: 180 kW (245 CV) Automatico DSG 6 vel.,A,1.6,1.6,39.0,39.0,Híbridos enchufables,180.0,180.0
2096 AAC,Volkswagen Turismos TIGUAN MY22 Tiguan eHybrid R-Line 1.4 TSI 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,1.7,1.7,41.0,41.0,Híbridos enchufables,110.0,110.0
2097 AAC,Volkswagen Turismos TIGUAN MY22 Tiguan eHybrid R-Line 1.4 TSI Combinado: 180 kW (245 CV) Automatico DSG 6 vel.,A,1.8,1.8,36.0,36.0,Híbridos enchufables,180.0,180.0
2098 AAC,Volkswagen Turismos TIGUAN MY23 Tiguan eHybrid R-Line 1.4 TSI 110 kW (150CV) / 85 kW (115CV) Automático DSG 6 vel.,A,1.8,1.8,39.0,39.0,Híbridos enchufables,110.0,110.0
2099 AAC,Volkswagen Turismos TIGUAN MY23 Tiguan Life eHybrid 110 kW (150 CV)/85 kW (115 CV):180 kW (245 CV) DSG,A,1.6,1.6,36.0,36.0,Híbridos enchufables,110.0,110.0
2100 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan e-Hybrid Life 1.4 TSI 110 kw (150CV) Automático DSG,A,1.4,1.4,32.0,32.0,Híbridos enchufables,,
2101 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan e-Hybrid R-Line 1.4 TSI 110 kw (150CV)/ 85 kW (115 CV) Automático DSG 6 vel.,A,1.5,1.5,34.0,34.0,Híbridos enchufables,85.0,85.0
2102 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan eHybrid Life 110kW (150 CV) / 85kW (115 CV) Automático DSG 6 vel.,A,1.4,1.4,36.0,36.0,Híbridos enchufables,110.0,110.0
2103 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan Life 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
2104 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan Life eHybrid 180kW (245 CV) DSG,A,1.4,1.4,36.0,36.0,Híbridos enchufables,180.0,180.0
2105 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan Más 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel,A,0.4,0.5,10.0,12.0,Híbridos enchufables,110.0,110.0
2106 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan R-Line 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.5,0.5,10.0,12.0,Híbridos enchufables,110.0,110.0
2107 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,10.0,12.0,Híbridos enchufables,130.0,130.0
2108 AAC,Volkswagen Turismos TIGUAN MY24 Tiguan R-Line eHybrid 180 kW (245 CV) DSG,A,1.5,1.5,39.0,39.0,Híbridos enchufables,180.0,180.0
2109 AAC,"Volkswagen Turismos TIGUAN MY26 Tiguan ""Más"" 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.",A,0.4,0.5,8.0,10.0,Híbridos enchufables,110.0,110.0
2110 AAC,Volkswagen Turismos TIGUAN MY26 Tiguan R-Line 1.5 TSI eHybrid 110 kW (150 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
2111 AAC,Volkswagen Turismos TIGUAN MY26 Tiguan R-Line 1.5 TSI eHybrid 130 kW (177 CV) / 85 kW (115 CV) Automático DSG 6 vel.,A,0.4,0.5,9.0,11.0,Híbridos enchufables,130.0,130.0
2112 AAC,Volkswagen Turismos TOUAREG MY 21 Touareg eHybrid Atmosphere 3.0 V6 TSI 4Motion 280 kW (381 CV) Tiptronic 8 vel.,A,2.7,2.7,60.0,60.0,Híbridos enchufables,280.0,280.0
2113 AAC,Volkswagen Turismos TOUAREG MY 21 Touareg eHybrid Elegance 3.0 V6 TSI 4Motion 280 kW (381 CV) Tiptronic 8 vel.,A,2.7,2.7,60.0,60.0,Híbridos enchufables,280.0,280.0
2114 AAC,Volkswagen Turismos TOUAREG MY 21 Touareg R 3.0 V6 TSI 4Motion 340 kW (462 CV) Tiptronic 8 vel.,A,2.8,2.8,62.0,62.0,Híbridos enchufables,340.0,340.0
2115 AAC,Volkswagen Turismos TOUAREG MY22 Touareg eHybrid Atmosphere 3.0 V6 TSI 4Motion Combinado: 280 kW (381 CV) Tiptronic 8 vel.,A,2.7,2.7,60.0,60.0,Híbridos enchufables,280.0,280.0
2116 AAC,Volkswagen Turismos TOUAREG MY22 Touareg eHybrid Elegance 3.0 V6 TSI 4Motion Combinado: 280 kW (381 CV) Tiptronic 8 vel.,A,2.7,2.7,60.0,60.0,Híbridos enchufables,280.0,280.0
2117 AAC,Volkswagen Turismos TOUAREG MY22 Touareg R 3.0 V6 TSI 4Motion 340 kW (462 CV) Tiptronic 8 vel.,A,2.8,2.8,62.0,62.0,Híbridos enchufables,340.0,340.0
2118 AAC,Volkswagen Turismos TOUAREG MY23 Touareg eHybrid ATMOSPHERE 3.0 V6 TSI 381CV (280kW) Tiptronic 8vel. 4MOTION,A,2.2,2.2,49.0,49.0,Híbridos enchufables,280.0,280.0
2119 AAC,Volkswagen Turismos TOUAREG MY23 Touareg eHybrid ELEGANCE 3.0 V6 TSI 381CV (280kW) Tiptronic 8vel. 4MOTION,A,2.2,2.2,49.0,49.0,Híbridos enchufables,280.0,280.0
